0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.6407133936882019,0.9821094870567322,0.6975441575050354,0.9473164081573486,0.7371174693107605,0.8734137415885925,0.7681620121002197,0.8067132830619812,0.8012523055076599,0.7604989409446716,0.6928422451019287,0.7415362596511841,0.7024616599082947,0.6338130235671997,0.7046627998352051,0.5673446655273438,0.7034258246421814,0.5137311816215515,0.6574316024780273,0.7335704565048218,0.656283438205719,0.6086441278457642,0.6557009220123291,0.5271267890930176,0.65339195728302,0.46390458941459656,0.6198627948760986,0.7454755902290344,0.6163722276687622,0.6266574263572693,0.6139447689056396,0.5531944036483765,0.6122013926506042,0.4967880845069885,0.5813103914260864,0.7738416194915771,0.5622589588165283,0.6912368535995483,0.5511290431022644,0.6325538158416748,0.5429223775863647,0.5828919410705566,0
0.6645083427429199,0.8617023825645447,0.7310383915901184,0.8429263234138489,0.7820729613304138,0.7845420837402344,0.8313119411468506,0.7376813888549805,0.8766894340515137,0.7161105871200562,0.7429549098014832,0.6210626363754272,0.7484071850776672,0.5254133343696594,0.7472097873687744,0.46721014380455017,0.743227481842041,0.42552852630615234,0.6978394985198975,0.6063957214355469,0.6923576593399048,0.49503573775291443,0.6921526193618774,0.4243707060813904,0.6918671727180481,0.3692472577095032,0.656440019607544,0.6165913939476013,0.6441916823387146,0.5129073262214661,0.6390625238418579,0.4500987231731415,0.6352810859680176,0.40137842297554016,0.6200215220451355,0.6496992707252502,0.5835148096084595,0.5799469351768494,0.5615966320037842,0.5315729975700378,0.546314001083374,0.48695269227027893,0
0.672410249710083,0.8394961953163147,0.737969160079956,0.8214478492736816,0.7905240058898926,0.7643983364105225,0.8396623134613037,0.7217496633529663,0.8874997496604919,0.7143247127532959,0.7515840530395508,0.6038434505462646,0.7592111825942993,0.5157129168510437,0.7604960799217224,0.46154195070266724,0.7588830590248108,0.4198634922504425,0.7082822322845459,0.5865477323532104,0.7035822868347168,0.4821624457836151,0.7045204639434814,0.4162121117115021,0.7036417722702026,0.36418187618255615,0.668611466884613,0.5948492288589478,0.6526483297348022,0.49969300627708435,0.646956741809845,0.43880629539489746,0.643096387386322,0.39014774560928345,0.6330921649932861,0.6281365752220154,0.5955449342727661,0.5582133531570435,0.5737348794937134,0.5098901987075806,0.5587781667709351,0.46537840366363525,0
0.6717504858970642,0.8242092132568359,0.736470639705658,0.8110321760177612,0.7916269302368164,0.756615936756134,0.8397444486618042,0.7145804762840271,0.8880615234375,0.7063966393470764,0.7513412237167358,0.5929286479949951,0.7600393295288086,0.5064690113067627,0.762546718120575,0.4530700445175171,0.7616385817527771,0.4116179347038269,0.7078773379325867,0.5765877366065979,0.7028743624687195,0.47245436906814575,0.7036415338516235,0.4073801636695862,0.70355623960495,0.35616108775138855,0.6676373481750488,0.5847089886665344,0.654841959476471,0.4891435205936432,0.6501337885856628,0.4311828017234802,0.6475932598114014,0.3843061625957489,0.6312752962112427,0.6163928508758545,0.5959684252738953,0.5473960041999817,0.5752179026603699,0.5006552338600159,0.5612332820892334,0.4564698040485382,0
0.6694947481155396,0.8298341035842896,0.7375837564468384,0.8114688396453857,0.793135404586792,0.7524237632751465,0.8447608947753906,0.7117884755134583,0.8937925100326538,0.7005591988563538,0.7469525933265686,0.5880110263824463,0.7554784417152405,0.49881237745285034,0.7594529390335083,0.44570523500442505,0.7597094178199768,0.4052984118461609,0.7036333084106445,0.5734931230545044,0.7006868720054626,0.4675896167755127,0.7030691504478455,0.40335965156555176,0.7036662101745605,0.3514265716075897,0.6640872955322266,0.5823618769645691,0.6513351202011108,0.4864376187324524,0.6466562747955322,0.4306437373161316,0.6428844332695007,0.38318029046058655,0.6278389692306519,0.6141844987869263,0.5966528654098511,0.543438196182251,0.5778000950813293,0.4968283772468567,0.5646428465843201,0.450789213180542,0
0.6714569330215454,0.8358564972877502,0.7373310327529907,0.813897967338562,0.7893508672714233,0.7525143623352051,0.8347160816192627,0.7001042366027832,0.8813585042953491,0.6815467476844788,0.7470443844795227,0.5951728224754333,0.7559446096420288,0.49632665514945984,0.7631575465202332,0.4396735429763794,0.76995849609375,0.3939422070980072,0.7072197198867798,0.5801103711128235,0.7054858803749084,0.46678951382637024,0.7114101052284241,0.3968610465526581,0.7183869481086731,0.3389386534690857,0.6698710322380066,0.5862535238265991,0.6593209505081177,0.48274943232536316,0.6585596799850464,0.41945403814315796,0.6609157919883728,0.36494892835617065,0.6333274841308594,0.6147762537002563,0.6108615398406982,0.5360414385795593,0.6002036929130554,0.48414191603660583,0.5953260660171509,0.4339730739593506,0
0.6171844005584717,0.6682207584381104,0.6278040409088135,0.5952745079994202,0.6618388891220093,0.5228675603866577,0.6845836043357849,0.4677242934703827,0.6902254819869995,0.4184993803501129,0.7004067897796631,0.5017414093017578,0.7724232077598572,0.5184302926063538,0.8115851879119873,0.5328508019447327,0.835824728012085,0.5459606647491455,0.7035994529724121,0.543366551399231,0.7872939705848694,0.5702610611915588,0.8208081126213074,0.5994797945022583,0.8380518555641174,0.6213259100914001,0.7036349773406982,0.6004928946495056,0.7824417948722839,0.6285533308982849,0.8128305673599243,0.656754195690155,0.8293522596359253,0.6751078367233276,0.7006500959396362,0.6629215478897095,0.7611842751502991,0.683127224445343,0.7833617925643921,0.7006720304489136,0.7977425456047058,0.7126065492630005,0
0.6410660147666931,0.7220165729522705,0.6475762724876404,0.6410413384437561,0.6765408515930176,0.5623607635498047,0.7051714658737183,0.5135294795036316,0.7171304821968079,0.4713183641433716,0.7648974061012268,0.5651998519897461,0.8271079063415527,0.6084016561508179,0.8224098682403564,0.6331809759140015,0.800779402256012,0.6357325315475464,0.775393545627594,0.620042085647583,0.8372666835784912,0.6633577346801758,0.8251386880874634,0.6834611296653748,0.7994205951690674,0.6844049692153931,0.7786106467247009,0.6794182062149048,0.8339896202087402,0.7173165678977966,0.8182820081710815,0.7312612533569336,0.7927713394165039,0.7300206422805786,0.7736369371414185,0.7407438158988953,0.8198164701461792,0.7631785869598389,0.8058439493179321,0.7738944292068481,0.7859321236610413,0.7734748125076294,0
0.6529314517974854,0.774770975112915,0.6615929007530212,0.6721234917640686,0.692506730556488,0.601630449295044,0.7274279594421387,0.5559739470481873,0.7463383674621582,0.5225314497947693,0.7978031635284424,0.6097253561019897,0.8546475172042847,0.6699659824371338,0.8412446975708008,0.6997484564781189,0.8206430673599243,0.7042737603187561,0.8110998868942261,0.6668886542320251,0.861796498298645,0.7359094619750977,0.8359427452087402,0.7589124441146851,0.8110535740852356,0.7532950639724731,0.813003659248352,0.7318881154060364,0.8615775108337402,0.7903101444244385,0.8339629173278809,0.8057654500007629,0.8083122372627258,0.7946960926055908,0.8056949973106384,0.7977362871170044,0.8489867448806763,0.8400015830993652,0.8228420615196228,0.8485803604125977,0.7976853847503662,0.8354718089103699,0
0.6406784057617188,0.7646461129188538,0.658398449420929,0.6703319549560547,0.696286678314209,0.5920915007591248,0.7285531163215637,0.5341653823852539,0.7335707545280457,0.4775844216346741,0.7937259078025818,0.6022850275039673,0.8498920798301697,0.6627117395401001,0.8366516828536987,0.698737382888794,0.8112363219261169,0.7048176527023315,0.8068890571594238,0.6604506969451904,0.8585034012794495,0.7254360914230347,0.838219404220581,0.7521665692329407,0.8103635311126709,0.7517833709716797,0.8087878227233887,0.7272030711174011,0.8560572266578674,0.7832596898078918,0.8328211903572083,0.7983445525169373,0.8022988438606262,0.7915821075439453,0.8008909821510315,0.7959039211273193,0.8404302000999451,0.8298869729042053,0.8188634514808655,0.8360598087310791,0.79256671667099,0.8247288465499878,0
